algorithm,hits,hr,time,factors,weighted,test_size,test_interactions
ALS,578,0.21943811693242218,1.8510398864746094,2,True,0.3,2634
ALS,592,0.22475322703113135,1.950411081314087,2,False,0.3,2634
BPR,463,0.17577828397873957,1.9703853130340576,2,True,0.3,2634
BPR,465,0.1765375854214123,2.11757230758667,2,False,0.3,2634
ALS,642,0.2437357630979499,1.5233252048492432,4,True,0.3,2634
ALS,623,0.23652239939255884,1.8148994445800781,4,False,0.3,2634
BPR,489,0.1856492027334852,2.4403018951416016,4,True,0.3,2634
BPR,490,0.18602885345482156,3.318537712097168,4,False,0.3,2634
ALS,691,0.262338648443432,1.9342727661132812,8,True,0.3,2634
ALS,647,0.24563401670463175,2.2283201217651367,8,False,0.3,2634
BPR,505,0.19172361427486712,2.5565977096557617,8,True,0.3,2634
BPR,504,0.19134396355353075,2.8818862438201904,8,False,0.3,2634
ALS,632,0.23993925588458617,3.3563971519470215,16,True,0.3,2634
ALS,588,0.22323462414578588,2.142360210418701,16,False,0.3,2634
BPR,502,0.190584662110858,1.8460583686828613,16,True,0.3,2634
BPR,501,0.19020501138952164,2.056851863861084,16,False,0.3,2634
ALS,505,0.19172361427486712,1.8019671440124512,32,True,0.3,2634
ALS,461,0.17501898253606682,2.167325735092163,32,False,0.3,2634
BPR,527,0.20007593014426728,1.854874610900879,32,True,0.3,2634
BPR,521,0.19779802581624906,1.928635597229004,32,False,0.3,2634
ALS,336,0.1275626423690205,2.246652364730835,64,True,0.3,2634
ALS,293,0.11123766135155656,2.118889570236206,64,False,0.3,2634
BPR,523,0.19855732725892178,2.2545359134674072,64,True,0.3,2634
BPR,517,0.19627942293090356,2.3625407218933105,64,False,0.3,2634
ALS,182,0.06909643128321943,2.66860032081604,128,True,0.3,2634
ALS,143,0.054290053151100984,2.566354513168335,128,False,0.3,2634
BPR,513,0.1947608200455581,2.8642032146453857,128,True,0.3,2634
BPR,516,0.1958997722095672,2.5531089305877686,128,False,0.3,2634
ALS,309,0.11731207289293849,3.1051230430603027,256,True,0.3,2634
ALS,295,0.11199696279422931,2.900454521179199,256,False,0.3,2634
BPR,522,0.19817767653758542,2.8544912338256836,256,True,0.3,2634
BPR,524,0.19893697798025817,2.485825538635254,256,False,0.3,2634
ALS,322,0.12224753227031131,2.509817361831665,512,True,0.3,2634
ALS,291,0.11047835990888383,2.452287435531616,512,False,0.3,2634
BPR,516,0.1958997722095672,2.4373257160186768,512,True,0.3,2634
BPR,516,0.1958997722095672,2.1335816383361816,512,False,0.3,2634
