algorithm,hits,hr,time,factors,weighted,test_size,test_interactions
ALS,1112,0.16205187991839115,2.763852596282959,2,True,0.7,6862
ALS,1022,0.14893617021276595,3.068897247314453,2,False,0.7,6862
BPR,730,0.10638297872340426,3.124753713607788,2,True,0.7,6862
BPR,728,0.10609151850772369,3.0998706817626953,2,False,0.7,6862
ALS,1039,0.1514135820460507,2.7555973529815674,4,True,0.7,6862
ALS,1016,0.14806178956572427,2.738999128341675,4,False,0.7,6862
BPR,759,0.11060915185077237,3.201597213745117,4,True,0.7,6862
BPR,754,0.10988050131157097,3.212003469467163,4,False,0.7,6862
ALS,1025,0.1493733605362868,2.974240779876709,8,True,0.7,6862
ALS,901,0.1313028271640921,2.707474946975708,8,False,0.7,6862
BPR,831,0.12110171961527251,3.054414987564087,8,True,0.7,6862
BPR,834,0.12153890993879335,3.3187196254730225,8,False,0.7,6862
ALS,854,0.12445351209559895,2.778000593185425,16,True,0.7,6862
ALS,819,0.11935295832118915,2.7419331073760986,16,False,0.7,6862
BPR,782,0.11396094433109881,3.150667428970337,16,True,0.7,6862
BPR,779,0.11352375400757797,3.2195136547088623,16,False,0.7,6862
ALS,749,0.10915185077236957,2.7504723072052,32,True,0.7,6862
ALS,709,0.10332264645875838,2.7752981185913086,32,False,0.7,6862
BPR,861,0.12547362285048091,3.225599765777588,32,True,0.7,6862
BPR,861,0.12547362285048091,3.15244722366333,32,False,0.7,6862
ALS,549,0.08000582920431361,4.414739608764648,64,True,0.7,6862
ALS,509,0.07417662489070243,4.353131532669067,64,False,0.7,6862
BPR,793,0.11556397551734188,4.605999946594238,64,True,0.7,6862
BPR,792,0.1154182454095016,4.864713191986084,64,False,0.7,6862
ALS,338,0.049256776450014576,4.546346426010132,128,True,0.7,6862
ALS,291,0.04240746138152142,4.467735528945923,128,False,0.7,6862
BPR,859,0.12518216263480034,4.689276933670044,128,True,0.7,6862
BPR,859,0.12518216263480034,4.870532035827637,128,False,0.7,6862
ALS,679,0.09895074322354999,4.978564739227295,256,True,0.7,6862
ALS,460,0.06703584960652871,4.866830110549927,256,False,0.7,6862
BPR,847,0.123433401340717,4.884491205215454,256,True,0.7,6862
BPR,858,0.12503643252696006,4.812891244888306,256,False,0.7,6862
ALS,671,0.09778490236082775,4.823177337646484,512,True,0.7,6862
ALS,442,0.06441270766540368,4.871690034866333,512,False,0.7,6862
BPR,938,0.13669484115418246,4.94430685043335,512,True,0.7,6862
BPR,946,0.13786068201690468,5.010377883911133,512,False,0.7,6862
