algorithm,hits,hr,time,factors,weighted,test_size,test_interactions
ALS,810,0.2200488997555012,2.6749625205993652,2,True,0.4,3681
ALS,792,0.21515892420537897,2.111539363861084,2,False,0.4,3681
BPR,586,0.15919587068731322,2.6451919078826904,2,True,0.4,3681
BPR,588,0.15973920130399347,2.8340821266174316,2,False,0.4,3681
ALS,847,0.23010051616408583,2.6101481914520264,4,True,0.4,3681
ALS,843,0.22901385493072535,2.109632730484009,4,False,0.4,3681
BPR,610,0.16571583808747622,2.232509136199951,4,True,0.4,3681
BPR,614,0.16680249932083674,2.190556287765503,4,False,0.4,3681
ALS,839,0.22792719369736483,2.240492343902588,8,True,0.4,3681
ALS,809,0.2197772344471611,2.2341063022613525,8,False,0.4,3681
BPR,642,0.17440912795436023,2.2640645503997803,8,True,0.4,3681
BPR,639,0.17359413202933985,2.3577146530151367,8,False,0.4,3681
ALS,765,0.2078239608801956,2.3005192279815674,16,True,0.4,3681
ALS,721,0.1958706873132301,2.244293689727783,16,False,0.4,3681
BPR,636,0.17277913610431947,2.4217495918273926,16,True,0.4,3681
BPR,636,0.17277913610431947,2.42637038230896,16,False,0.4,3681
ALS,641,0.1741374626460201,2.2775914669036865,32,True,0.4,3681
ALS,588,0.15973920130399347,2.5820841789245605,32,False,0.4,3681
BPR,613,0.1665308340124966,2.3822691440582275,32,True,0.4,3681
BPR,606,0.16462917685411574,2.0377795696258545,32,False,0.4,3681
ALS,450,0.12224938875305623,3.056809186935425,64,True,0.4,3681
ALS,366,0.09942950285248574,3.049718141555786,64,False,0.4,3681
BPR,608,0.16517250747079598,2.8958911895751953,64,True,0.4,3681
BPR,608,0.16517250747079598,3.3118155002593994,64,False,0.4,3681
ALS,198,0.05378973105134474,2.6761372089385986,128,True,0.4,3681
ALS,179,0.04862809019288237,2.860227108001709,128,False,0.4,3681
BPR,646,0.17549578918772074,2.6838817596435547,128,True,0.4,3681
BPR,650,0.17658245042108123,2.7843620777130127,128,False,0.4,3681
ALS,425,0.1154577560445531,3.0458106994628906,256,True,0.4,3681
ALS,359,0.09752784569410486,2.6597816944122314,256,False,0.4,3681
BPR,628,0.17060581363759847,2.8934061527252197,256,True,0.4,3681
BPR,620,0.16843249117087747,2.924077033996582,256,False,0.4,3681
ALS,424,0.11518609073621298,3.140327215194702,512,True,0.4,3681
ALS,339,0.09209453952730236,2.9514942169189453,512,False,0.4,3681
BPR,660,0.17929910350448247,3.267597198486328,512,True,0.4,3681
BPR,662,0.17984243412116271,3.1963253021240234,512,False,0.4,3681
