algorithm,hits,hr,time,factors,weighted,test_size,test_interactions
ALS,984,0.11564226113526854,3.462724208831787,2,True,0.9,8509
ALS,970,0.11399694441179928,3.2890143394470215,2,False,0.9,8509
BPR,678,0.07968033846515454,3.8420050144195557,2,True,0.9,8509
BPR,674,0.07921024797273475,3.9216790199279785,2,False,0.9,8509
ALS,925,0.10870842637207663,3.9782731533050537,4,True,0.9,8509
ALS,890,0.10459513456340346,3.7409439086914062,4,False,0.9,8509
BPR,524,0.0615818545069926,3.6694998741149902,4,True,0.9,8509
BPR,536,0.06299212598425197,3.642249822616577,4,False,0.9,8509
ALS,841,0.09883652603126102,3.360459327697754,8,True,0.9,8509
ALS,869,0.10212715947819956,4.211892366409302,8,False,0.9,8509
BPR,510,0.05993653778352333,4.308761119842529,8,True,0.9,8509
BPR,517,0.06075919614525796,3.9193849563598633,8,False,0.9,8509
ALS,802,0.09425314373016806,3.437824249267578,16,True,0.9,8509
ALS,791,0.09296039487601364,3.487931251525879,16,False,0.9,8509
BPR,525,0.061699377130097544,3.766050100326538,16,True,0.9,8509
BPR,531,0.06240451286872723,3.7155520915985107,16,False,0.9,8509
ALS,703,0.08261840404277823,3.47487211227417,32,True,0.9,8509
ALS,693,0.08144317781172876,3.398041248321533,32,False,0.9,8509
BPR,463,0.054412974497590784,3.7175447940826416,32,True,0.9,8509
BPR,461,0.05417792925138089,3.8813388347625732,32,False,0.9,8509
ALS,603,0.07086614173228346,5.456176280975342,64,True,0.9,8509
ALS,552,0.06487248795393113,5.460300445556641,64,False,0.9,8509
BPR,549,0.0645199200846163,5.833006858825684,64,True,0.9,8509
BPR,553,0.06499001057703607,6.507692575454712,64,False,0.9,8509
ALS,420,0.04935950170407803,5.567890882492065,128,True,0.9,8509
ALS,386,0.045363732518509815,5.484887599945068,128,False,0.9,8509
BPR,366,0.043013280056410856,5.746399164199829,128,True,0.9,8509
BPR,401,0.04712657186508403,5.84814453125,128,False,0.9,8509
ALS,673,0.0790927253496298,5.928788423538208,256,True,0.9,8509
ALS,486,0.057115994829004584,5.974937200546265,256,False,0.9,8509
BPR,529,0.062169467622517335,5.8471105098724365,256,True,0.9,8509
BPR,528,0.062051944999412384,5.828564882278442,256,False,0.9,8509
ALS,674,0.07921024797273475,6.046308755874634,512,True,0.9,8509
ALS,485,0.05699847220589964,5.997659206390381,512,False,0.9,8509
BPR,506,0.059466447291103536,5.831244230270386,512,True,0.9,8509
BPR,506,0.059466447291103536,5.953963994979858,512,False,0.9,8509
