algorithm,hits,hr,time,train_size,test_size,test_interactions
LinUCB - ALS embeddings - 1,37,0.04404761904761905,2.0886828899383545,0.0,0.1,840
LinUCB - BPR embeddings - 1,6,0.007142857142857143,1.949474573135376,0.0,0.1,840
LinGreedy - ALS embeddings - 1,55,0.06547619047619048,1.2217283248901367,0.0,0.1,840
LinGreedy - BPR embeddings - 1,10,0.011904761904761904,1.6731538772583008,0.0,0.1,840
LinUCB - ALS embeddings - 2,28,0.03333333333333333,1.593581199645996,0.0,0.1,840
LinUCB - BPR embeddings - 2,9,0.010714285714285714,1.4642574787139893,0.0,0.1,840
LinGreedy - ALS embeddings - 2,42,0.05,0.7740988731384277,0.0,0.1,840
LinGreedy - BPR embeddings - 2,18,0.02142857142857143,0.8696329593658447,0.0,0.1,840
LinUCB - ALS embeddings - 3,23,0.02738095238095238,1.780439853668213,0.0,0.1,840
LinUCB - BPR embeddings - 3,13,0.015476190476190477,1.4950315952301025,0.0,0.1,840
LinGreedy - ALS embeddings - 3,33,0.039285714285714285,1.1120569705963135,0.0,0.1,840
LinGreedy - BPR embeddings - 3,29,0.034523809523809526,1.1761889457702637,0.0,0.1,840
LinUCB - ALS embeddings - 4,25,0.02976190476190476,2.018015146255493,0.0,0.1,840
LinUCB - BPR embeddings - 4,11,0.013095238095238096,1.8820908069610596,0.0,0.1,840
LinGreedy - ALS embeddings - 4,32,0.0380952380952381,1.2853062152862549,0.0,0.1,840
LinGreedy - BPR embeddings - 4,28,0.03333333333333333,1.1116864681243896,0.0,0.1,840
LinUCB - ALS embeddings - 5,23,0.02738095238095238,1.7517659664154053,0.0,0.1,840
LinUCB - BPR embeddings - 5,11,0.013095238095238096,1.7163691520690918,0.0,0.1,840
LinGreedy - ALS embeddings - 5,47,0.055952380952380955,0.8741898536682129,0.0,0.1,840
LinGreedy - BPR embeddings - 5,29,0.034523809523809526,0.8616726398468018,0.0,0.1,840
LinUCB - ALS embeddings - 1,28,0.03333333333333333,1.345048427581787,0.1,0.1,840
LinUCB - BPR embeddings - 1,7,0.008333333333333333,1.428053855895996,0.1,0.1,840
LinGreedy - ALS embeddings - 1,44,0.05238095238095238,0.7704200744628906,0.1,0.1,840
LinGreedy - BPR embeddings - 1,11,0.013095238095238096,0.8352577686309814,0.1,0.1,840
LinUCB - ALS embeddings - 2,24,0.02857142857142857,1.2993178367614746,0.1,0.1,840
LinUCB - BPR embeddings - 2,10,0.011904761904761904,1.368575096130371,0.1,0.1,840
LinGreedy - ALS embeddings - 2,36,0.04285714285714286,0.794884443283081,0.1,0.1,840
LinGreedy - BPR embeddings - 2,17,0.02023809523809524,0.8279373645782471,0.1,0.1,840
LinUCB - ALS embeddings - 3,20,0.023809523809523808,1.467038869857788,0.1,0.1,840
LinUCB - BPR embeddings - 3,12,0.014285714285714285,1.4611644744873047,0.1,0.1,840
