algorithm,hits,hr,time,train_size,test_size,test_interactions
ALS,261,0.3107142857142857,0.7382476329803467,0.0,0.1,840
BPR,215,0.25595238095238093,0.7080004215240479,0.0,0.1,840
LinUCB - ALS embeddings,58,0.06904761904761905,1.234999179840088,0.0,0.1,840
LinUCB - BPR embeddings,13,0.015476190476190477,1.265430212020874,0.0,0.1,840
LinGreedy - ALS embeddings,62,0.07380952380952381,0.9930000305175781,0.0,0.1,840
LinGreedy - BPR embeddings,12,0.014285714285714285,1.088998556137085,0.0,0.1,840
ALS,274,0.3261904761904762,1.0347669124603271,0.1,0.1,840
BPR,246,0.29285714285714287,0.6660726070404053,0.1,0.1,840
LinUCB - ALS embeddings,53,0.0630952380952381,1.3566300868988037,0.1,0.1,840
LinUCB - BPR embeddings,13,0.015476190476190477,1.086273193359375,0.1,0.1,840
LinGreedy - ALS embeddings,59,0.07023809523809524,0.9690001010894775,0.1,0.1,840
LinGreedy - BPR embeddings,13,0.015476190476190477,0.9079999923706055,0.1,0.1,840
ALS,281,0.3345238095238095,0.7004179954528809,0.2,0.1,840
BPR,270,0.32142857142857145,0.7584743499755859,0.2,0.1,840
LinUCB - ALS embeddings,47,0.055952380952380955,1.2228543758392334,0.2,0.1,840
LinUCB - BPR embeddings,12,0.014285714285714285,1.0360043048858643,0.2,0.1,840
LinGreedy - ALS embeddings,56,0.06666666666666667,1.0399973392486572,0.2,0.1,840
LinGreedy - BPR embeddings,12,0.014285714285714285,1.0120019912719727,0.2,0.1,840
ALS,287,0.3416666666666667,0.7706410884857178,0.3,0.1,840
BPR,270,0.32142857142857145,0.6139962673187256,0.3,0.1,840
LinUCB - ALS embeddings,46,0.05476190476190476,1.3100004196166992,0.3,0.1,840
LinUCB - BPR embeddings,9,0.010714285714285714,1.0220015048980713,0.3,0.1,840
LinGreedy - ALS embeddings,57,0.06785714285714285,1.1000006198883057,0.3,0.1,840
LinGreedy - BPR embeddings,9,0.010714285714285714,0.92000412940979,0.3,0.1,840
ALS,310,0.36904761904761907,1.1490976810455322,0.4,0.1,840
BPR,295,0.35119047619047616,0.7059967517852783,0.4,0.1,840
LinUCB - ALS embeddings,45,0.05357142857142857,1.658719778060913,0.4,0.1,840
LinUCB - BPR embeddings,9,0.010714285714285714,1.6925082206726074,0.4,0.1,840
LinGreedy - ALS embeddings,53,0.0630952380952381,1.154000997543335,0.4,0.1,840
LinGreedy - BPR embeddings,11,0.013095238095238096,1.436769723892212,0.4,0.1,840
ALS,320,0.38095238095238093,0.9529991149902344,0.5,0.1,840
BPR,335,0.39880952380952384,0.6789979934692383,0.5,0.1,840
LinUCB - ALS embeddings,29,0.034523809523809526,1.7098426818847656,0.5,0.1,840
LinUCB - BPR embeddings,10,0.011904761904761904,1.2420012950897217,0.5,0.1,840
LinGreedy - ALS embeddings,44,0.05238095238095238,1.080998182296753,0.5,0.1,840
LinGreedy - BPR embeddings,10,0.011904761904761904,1.018000841140747,0.5,0.1,840
ALS,357,0.425,0.9414420127868652,0.6,0.1,840
BPR,377,0.4488095238095238,0.5870010852813721,0.6,0.1,840
LinUCB - ALS embeddings,29,0.034523809523809526,1.3432424068450928,0.6,0.1,840
LinUCB - BPR embeddings,9,0.010714285714285714,1.1630752086639404,0.6,0.1,840
LinGreedy - ALS embeddings,43,0.05119047619047619,1.032353162765503,0.6,0.1,840
LinGreedy - BPR embeddings,11,0.013095238095238096,1.1241240501403809,0.6,0.1,840
ALS,364,0.43333333333333335,0.6779983043670654,0.7,0.1,840
BPR,409,0.4869047619047619,0.7390522956848145,0.7,0.1,840
LinUCB - ALS embeddings,31,0.036904761904761905,1.2725176811218262,0.7,0.1,840
LinUCB - BPR embeddings,8,0.009523809523809525,1.14039945602417,0.7,0.1,840
LinGreedy - ALS embeddings,44,0.05238095238095238,1.041938066482544,0.7,0.1,840
LinGreedy - BPR embeddings,10,0.011904761904761904,1.151609182357788,0.7,0.1,840
ALS,386,0.4595238095238095,0.7219984531402588,0.8,0.1,840
BPR,461,0.5488095238095239,0.6439981460571289,0.8,0.1,840
LinUCB - ALS embeddings,27,0.03214285714285714,1.2052814960479736,0.8,0.1,840
LinUCB - BPR embeddings,8,0.009523809523809525,1.2513229846954346,0.8,0.1,840
LinGreedy - ALS embeddings,46,0.05476190476190476,1.0192551612854004,0.8,0.1,840
LinGreedy - BPR embeddings,10,0.011904761904761904,1.1003413200378418,0.8,0.1,840
ALS,425,0.5059523809523809,0.5900013446807861,0.9,0.1,840
BPR,493,0.5869047619047619,0.8159983158111572,0.9,0.1,840
LinUCB - ALS embeddings,25,0.02976190476190476,1.1890006065368652,0.9,0.1,840
LinUCB - BPR embeddings,9,0.010714285714285714,1.1135172843933105,0.9,0.1,840
LinGreedy - ALS embeddings,38,0.04523809523809524,1.063002586364746,0.9,0.1,840
LinGreedy - BPR embeddings,10,0.011904761904761904,0.9690039157867432,0.9,0.1,840
ALS,447,0.5321428571428571,0.7456319332122803,1.0,0.1,840
BPR,515,0.6130952380952381,0.624168872833252,1.0,0.1,840
LinUCB - ALS embeddings,25,0.02976190476190476,1.2099523544311523,1.0,0.1,840
LinUCB - BPR embeddings,9,0.010714285714285714,1.1646602153778076,1.0,0.1,840
LinGreedy - ALS embeddings,27,0.03214285714285714,0.9861390590667725,1.0,0.1,840
LinGreedy - BPR embeddings,9,0.010714285714285714,1.0677554607391357,1.0,0.1,840
