algorithm,hits,hr,time,batch_size,test_size,test_interactions
ALS,955,0.20207363520947946,1.997528076171875,,0.5,4726
LinUCB (non_incremental),328,0.06940330088870081,0.9510362148284912,,0.5,4726
LinGreedy (non_incremental),378,0.0799830723656369,0.7687928676605225,,0.5,4726
LinUCB (incremental),390,0.08252221752010157,1025.0018360614777,1.0,0.5,4726
LinGreedy (incremental),464,0.098180279305967,786.998229265213,1.0,0.5,4726
LinUCB (incremental),389,0.08231062209056285,175.20729541778564,5.0,0.5,4726
LinGreedy (incremental),460,0.09733389758781211,167.82999229431152,5.0,0.5,4726
LinUCB (incremental),395,0.08358019466779518,93.44448637962341,10.0,0.5,4726
LinGreedy (incremental),470,0.09944985188319933,88.73976755142212,10.0,0.5,4726
LinUCB (incremental),406,0.08590774439272111,13.917462587356567,100.0,0.5,4726
LinGreedy (incremental),445,0.09415996614473128,12.912927389144897,100.0,0.5,4726
LinUCB (incremental),361,0.07638595006347863,2.142138957977295,1000.0,0.5,4726
LinGreedy (incremental),408,0.08633093525179857,2.147296667098999,1000.0,0.5,4726
