algorithm,hits,hr,time,train_size,test_size,test_interactions
ALS,63,0.10732538330494037,0.21626543998718262,0.0,0.1,587
BPR,43,0.07325383304940375,0.31948137283325195,0.0,0.1,587
LinUCB - ALS embeddings,104,0.17717206132879046,0.13473963737487793,0.0,0.1,587
LinUCB - BPR embeddings,42,0.07155025553662692,0.18758797645568848,0.0,0.1,587
LinGreedy - ALS embeddings,104,0.17717206132879046,0.11622738838195801,0.0,0.1,587
LinGreedy - BPR embeddings,43,0.07325383304940375,0.14301061630249023,0.0,0.1,587
ALS,71,0.12095400340715502,0.2783074378967285,0.1,0.1,587
BPR,39,0.06643952299829642,0.2553977966308594,0.1,0.1,587
LinUCB - ALS embeddings,104,0.17717206132879046,0.16495203971862793,0.1,0.1,587
LinUCB - BPR embeddings,48,0.0817717206132879,0.14247488975524902,0.1,0.1,587
LinGreedy - ALS embeddings,103,0.17546848381601363,0.11074614524841309,0.1,0.1,587
LinGreedy - BPR embeddings,47,0.08006814310051108,0.10313892364501953,0.1,0.1,587
ALS,72,0.12265758091993186,0.2365274429321289,0.2,0.1,587
BPR,42,0.07155025553662692,0.27766942977905273,0.2,0.1,587
LinUCB - ALS embeddings,105,0.1788756388415673,0.18898439407348633,0.2,0.1,587
LinUCB - BPR embeddings,46,0.07836456558773425,0.1225576400756836,0.2,0.1,587
LinGreedy - ALS embeddings,107,0.18228279386712096,0.10348105430603027,0.2,0.1,587
LinGreedy - BPR embeddings,46,0.07836456558773425,0.13189983367919922,0.2,0.1,587
ALS,75,0.12776831345826234,0.23615574836730957,0.3,0.1,587
BPR,37,0.06303236797274275,0.3134438991546631,0.3,0.1,587
LinUCB - ALS embeddings,106,0.18057921635434412,0.12888741493225098,0.3,0.1,587
LinUCB - BPR embeddings,48,0.0817717206132879,0.13814210891723633,0.3,0.1,587
LinGreedy - ALS embeddings,106,0.18057921635434412,0.10343432426452637,0.3,0.1,587
LinGreedy - BPR embeddings,49,0.08347529812606473,0.10550737380981445,0.3,0.1,587
ALS,74,0.1260647359454855,0.2268834114074707,0.4,0.1,587
BPR,35,0.059625212947189095,0.3062264919281006,0.4,0.1,587
LinUCB - ALS embeddings,106,0.18057921635434412,0.12625622749328613,0.4,0.1,587
LinUCB - BPR embeddings,56,0.09540034071550256,0.11792898178100586,0.4,0.1,587
LinGreedy - ALS embeddings,107,0.18228279386712096,0.10200905799865723,0.4,0.1,587
LinGreedy - BPR embeddings,60,0.10221465076660988,0.08820772171020508,0.4,0.1,587
ALS,71,0.12095400340715502,0.3199949264526367,0.5,0.1,587
BPR,36,0.06132879045996593,0.26918792724609375,0.5,0.1,587
LinUCB - ALS embeddings,111,0.1890971039182283,0.1230325698852539,0.5,0.1,587
LinUCB - BPR embeddings,52,0.08858603066439523,0.11925125122070312,0.5,0.1,587
LinGreedy - ALS embeddings,110,0.18739352640545145,0.10503315925598145,0.5,0.1,587
LinGreedy - BPR embeddings,54,0.0919931856899489,0.1041116714477539,0.5,0.1,587
ALS,66,0.11243611584327087,0.2639291286468506,0.6,0.1,587
BPR,39,0.06643952299829642,0.2835409641265869,0.6,0.1,587
LinUCB - ALS embeddings,113,0.19250425894378195,0.11812877655029297,0.6,0.1,587
LinUCB - BPR embeddings,54,0.0919931856899489,0.1145012378692627,0.6,0.1,587
LinGreedy - ALS embeddings,112,0.19080068143100512,0.1026618480682373,0.6,0.1,587
LinGreedy - BPR embeddings,56,0.09540034071550256,0.13299226760864258,0.6,0.1,587
ALS,69,0.11754684838160136,0.23879623413085938,0.7,0.1,587
BPR,41,0.06984667802385008,0.2653031349182129,0.7,0.1,587
LinUCB - ALS embeddings,113,0.19250425894378195,0.14750003814697266,0.7,0.1,587
LinUCB - BPR embeddings,51,0.0868824531516184,0.1268312931060791,0.7,0.1,587
LinGreedy - ALS embeddings,112,0.19080068143100512,0.1091005802154541,0.7,0.1,587
LinGreedy - BPR embeddings,52,0.08858603066439523,0.10505080223083496,0.7,0.1,587
ALS,70,0.11925042589437819,0.23899126052856445,0.8,0.1,587
BPR,41,0.06984667802385008,0.3216073513031006,0.8,0.1,587
LinUCB - ALS embeddings,112,0.19080068143100512,0.12372994422912598,0.8,0.1,587
LinUCB - BPR embeddings,53,0.09028960817717206,0.1154789924621582,0.8,0.1,587
LinGreedy - ALS embeddings,112,0.19080068143100512,0.0950469970703125,0.8,0.1,587
LinGreedy - BPR embeddings,56,0.09540034071550256,0.11974930763244629,0.8,0.1,587
ALS,76,0.12947189097103917,0.26877713203430176,0.9,0.1,587
BPR,39,0.06643952299829642,0.2696702480316162,0.9,0.1,587
LinUCB - ALS embeddings,113,0.19250425894378195,0.12452125549316406,0.9,0.1,587
LinUCB - BPR embeddings,57,0.09710391822827939,0.11255979537963867,0.9,0.1,587
LinGreedy - ALS embeddings,113,0.19250425894378195,0.12936067581176758,0.9,0.1,587
LinGreedy - BPR embeddings,55,0.09369676320272573,0.10883784294128418,0.9,0.1,587
ALS,75,0.12776831345826234,0.2132272720336914,1.0,0.1,587
BPR,49,0.08347529812606473,0.332442045211792,1.0,0.1,587
LinUCB - ALS embeddings,116,0.19761499148211242,0.12970328330993652,1.0,0.1,587
LinUCB - BPR embeddings,56,0.09540034071550256,0.1132345199584961,1.0,0.1,587
LinGreedy - ALS embeddings,116,0.19761499148211242,0.10165762901306152,1.0,0.1,587
LinGreedy - BPR embeddings,55,0.09369676320272573,0.10584378242492676,1.0,0.1,587
