algorithm,hits,hr,time,hiperparams,batch_size,test_size,test_interactions
ALS,955,0.20207363520947946,2.0515904426574707,{},,0.5,4726
LinUCB (non_incremental),380,0.08040626322471435,1.232192039489746,{'alpha': 0.1},,0.5,4726
LinUCB (non_incremental),350,0.07405840033855268,1.066270112991333,{'alpha': 0.5},,0.5,4726
LinUCB (non_incremental),328,0.06940330088870081,0.7417025566101074,{'alpha': 1},,0.5,4726
LinUCB (non_incremental),293,0.06199746085484553,0.7557578086853027,{'alpha': 1.5},,0.5,4726
LinUCB (non_incremental),250,0.05289885738468049,0.6903812885284424,{'alpha': 2},,0.5,4726
LinGreedy (non_incremental),390,0.08252221752010157,0.6945240497589111,{'epsilon': 0.01},,0.5,4726
LinGreedy (non_incremental),393,0.08315700380871772,0.6166551113128662,{'epsilon': 0.05},,0.5,4726
LinGreedy (non_incremental),378,0.0799830723656369,0.601752758026123,{'epsilon': 0.1},,0.5,4726
LinGreedy (non_incremental),359,0.07596275920440118,0.9681625366210938,{'epsilon': 0.25},,0.5,4726
LinGreedy (non_incremental),324,0.06855691917054592,1.0839879512786865,{'epsilon': 0.5},,0.5,4726
LinUCB (incremental),498,0.10537452391028354,106.89599442481995,{'alpha': 0.1},10.0,0.5,4726
LinUCB (incremental),453,0.09585272958104105,116.6739137172699,{'alpha': 0.5},10.0,0.5,4726
LinUCB (incremental),395,0.08358019466779518,105.04981970787048,{'alpha': 1},10.0,0.5,4726
LinUCB (incremental),363,0.07680914092255607,108.7378249168396,{'alpha': 1.5},10.0,0.5,4726
LinUCB (incremental),318,0.06728734659331359,103.26085114479065,{'alpha': 2},10.0,0.5,4726
LinGreedy (incremental),502,0.10622090562843843,103.10970258712769,{'epsilon': 0.01},10.0,0.5,4726
LinGreedy (incremental),490,0.10368176047397376,95.45337986946106,{'epsilon': 0.05},10.0,0.5,4726
LinGreedy (incremental),470,0.09944985188319933,98.91224837303162,{'epsilon': 0.1},10.0,0.5,4726
LinGreedy (incremental),431,0.09119763013118917,95.73724317550659,{'epsilon': 0.25},10.0,0.5,4726
LinGreedy (incremental),357,0.07553956834532374,92.29678869247437,{'epsilon': 0.5},10.0,0.5,4726
LinUCB (incremental),457,0.09669911129919594,14.389031648635864,{'alpha': 0.1},100.0,0.5,4726
LinUCB (incremental),428,0.090562843842573,14.03513765335083,{'alpha': 0.5},100.0,0.5,4726
LinUCB (incremental),406,0.08590774439272111,13.685441255569458,{'alpha': 1},100.0,0.5,4726
LinUCB (incremental),353,0.07469318662716885,13.870992660522461,{'alpha': 1.5},100.0,0.5,4726
LinUCB (incremental),297,0.06284384257300042,14.39132022857666,{'alpha': 2},100.0,0.5,4726
LinGreedy (incremental),464,0.098180279305967,14.236822605133057,{'epsilon': 0.01},100.0,0.5,4726
LinGreedy (incremental),451,0.09542953872196361,13.711925029754639,{'epsilon': 0.05},100.0,0.5,4726
LinGreedy (incremental),445,0.09415996614473128,13.818477392196655,{'epsilon': 0.1},100.0,0.5,4726
LinGreedy (incremental),400,0.08463817181548879,14.340994358062744,{'epsilon': 0.25},100.0,0.5,4726
LinGreedy (incremental),353,0.07469318662716885,20.452495574951172,{'epsilon': 0.5},100.0,0.5,4726
LinUCB (incremental),420,0.08887008040626322,2.801032066345215,{'alpha': 0.1},1000.0,0.5,4726
LinUCB (incremental),396,0.0837917900973339,2.6059911251068115,{'alpha': 0.5},1000.0,0.5,4726
LinUCB (incremental),361,0.07638595006347863,3.17761492729187,{'alpha': 1},1000.0,0.5,4726
LinUCB (incremental),326,0.06898011002962336,2.6667542457580566,{'alpha': 1.5},1000.0,0.5,4726
LinUCB (incremental),311,0.06580617858654253,2.765911102294922,{'alpha': 2},1000.0,0.5,4726
LinGreedy (incremental),427,0.09035124841303428,2.5316286087036133,{'epsilon': 0.01},1000.0,0.5,4726
LinGreedy (incremental),419,0.0886584849767245,2.6253983974456787,{'epsilon': 0.05},1000.0,0.5,4726
LinGreedy (incremental),408,0.08633093525179857,2.1240320205688477,{'epsilon': 0.1},1000.0,0.5,4726
LinGreedy (incremental),388,0.08209902666102412,2.278041124343872,{'epsilon': 0.25},1000.0,0.5,4726
LinGreedy (incremental),350,0.07405840033855268,2.4835944175720215,{'epsilon': 0.5},1000.0,0.5,4726
