algorithm,hits,hr,time,train_size,test_size,test_interactions
LinUCB - ALS embeddings - 1,0,0.0,0.5006716251373291,0.0,0.1,49
LinUCB - BPR embeddings - 1,0,0.0,0.5526750087738037,0.0,0.1,49
LinGreedy - ALS embeddings - 1,0,0.0,0.36484551429748535,0.0,0.1,49
LinGreedy - BPR embeddings - 1,0,0.0,0.38068389892578125,0.0,0.1,49
LinUCB - ALS embeddings - 2,0,0.0,0.47807979583740234,0.0,0.1,49
LinUCB - BPR embeddings - 2,0,0.0,0.7016096115112305,0.0,0.1,49
LinGreedy - ALS embeddings - 2,0,0.0,0.3516659736633301,0.0,0.1,49
LinGreedy - BPR embeddings - 2,0,0.0,0.33013916015625,0.0,0.1,49
LinUCB - ALS embeddings - 3,0,0.0,0.7002658843994141,0.0,0.1,49
LinUCB - BPR embeddings - 3,0,0.0,0.9817371368408203,0.0,0.1,49
LinGreedy - ALS embeddings - 3,0,0.0,0.5416314601898193,0.0,0.1,49
LinGreedy - BPR embeddings - 3,0,0.0,0.3766646385192871,0.0,0.1,49
LinUCB - ALS embeddings - 4,0,0.0,1.0202362537384033,0.0,0.1,49
LinUCB - BPR embeddings - 4,0,0.0,0.7716875076293945,0.0,0.1,49
LinGreedy - ALS embeddings - 4,0,0.0,0.4511137008666992,0.0,0.1,49
LinGreedy - BPR embeddings - 4,0,0.0,0.7007491588592529,0.0,0.1,49
LinUCB - ALS embeddings - 5,0,0.0,1.1006872653961182,0.0,0.1,49
LinUCB - BPR embeddings - 5,0,0.0,1.2439086437225342,0.0,0.1,49
LinGreedy - ALS embeddings - 5,0,0.0,0.7252762317657471,0.0,0.1,49
LinGreedy - BPR embeddings - 5,0,0.0,0.9249074459075928,0.0,0.1,49
LinUCB - ALS embeddings - 1,0,0.0,0.49036192893981934,0.1,0.1,49
LinUCB - BPR embeddings - 1,0,0.0,0.5132873058319092,0.1,0.1,49
LinGreedy - ALS embeddings - 1,0,0.0,0.4055814743041992,0.1,0.1,49
LinGreedy - BPR embeddings - 1,0,0.0,0.34912943840026855,0.1,0.1,49
LinUCB - ALS embeddings - 2,0,0.0,0.5139496326446533,0.1,0.1,49
LinUCB - BPR embeddings - 2,0,0.0,0.5041863918304443,0.1,0.1,49
LinGreedy - ALS embeddings - 2,0,0.0,0.4504811763763428,0.1,0.1,49
LinGreedy - BPR embeddings - 2,0,0.0,0.40544605255126953,0.1,0.1,49
LinUCB - ALS embeddings - 3,0,0.0,0.6787755489349365,0.1,0.1,49
LinUCB - BPR embeddings - 3,0,0.0,0.6211252212524414,0.1,0.1,49
LinGreedy - ALS embeddings - 3,0,0.0,0.3123588562011719,0.1,0.1,49
LinGreedy - BPR embeddings - 3,0,0.0,0.3167848587036133,0.1,0.1,49
LinUCB - ALS embeddings - 4,0,0.0,0.6100637912750244,0.1,0.1,49
LinUCB - BPR embeddings - 4,0,0.0,0.6044516563415527,0.1,0.1,49
LinGreedy - ALS embeddings - 4,0,0.0,0.35341739654541016,0.1,0.1,49
LinGreedy - BPR embeddings - 4,0,0.0,0.3245391845703125,0.1,0.1,49
LinUCB - ALS embeddings - 5,0,0.0,1.0529980659484863,0.1,0.1,49
LinUCB - BPR embeddings - 5,0,0.0,0.7387747764587402,0.1,0.1,49
LinGreedy - ALS embeddings - 5,0,0.0,0.4869546890258789,0.1,0.1,49
LinGreedy - BPR embeddings - 5,0,0.0,0.31157469749450684,0.1,0.1,49
LinUCB - ALS embeddings - 1,0,0.0,0.39705538749694824,0.2,0.1,49
LinUCB - BPR embeddings - 1,0,0.0,0.42534542083740234,0.2,0.1,49
LinGreedy - ALS embeddings - 1,0,0.0,0.2745792865753174,0.2,0.1,49
LinGreedy - BPR embeddings - 1,0,0.0,0.3381650447845459,0.2,0.1,49
LinUCB - ALS embeddings - 2,0,0.0,0.42932653427124023,0.2,0.1,49
LinUCB - BPR embeddings - 2,0,0.0,0.47359609603881836,0.2,0.1,49
LinGreedy - ALS embeddings - 2,0,0.0,0.29383277893066406,0.2,0.1,49
LinGreedy - BPR embeddings - 2,0,0.0,0.279508113861084,0.2,0.1,49
LinUCB - ALS embeddings - 3,0,0.0,0.46961498260498047,0.2,0.1,49
LinUCB - BPR embeddings - 3,0,0.0,0.4551079273223877,0.2,0.1,49
LinGreedy - ALS embeddings - 3,0,0.0,0.27536535263061523,0.2,0.1,49
LinGreedy - BPR embeddings - 3,0,0.0,0.26970410346984863,0.2,0.1,49
LinUCB - ALS embeddings - 4,0,0.0,0.6211850643157959,0.2,0.1,49
LinUCB - BPR embeddings - 4,0,0.0,0.6598415374755859,0.2,0.1,49
LinGreedy - ALS embeddings - 4,0,0.0,0.30229687690734863,0.2,0.1,49
LinGreedy - BPR embeddings - 4,0,0.0,0.2640857696533203,0.2,0.1,49
