algorithm,hits,hr,time,factors,weighted,test_size,test_interactions
ALS,1144,0.15453194650817237,3.1395699977874756,2,True,0.75,7403
ALS,1118,0.15101985681480481,3.0634257793426514,2,False,0.75,7403
BPR,745,0.1006348777522626,3.2927558422088623,2,True,0.75,7403
BPR,745,0.1006348777522626,3.6326582431793213,2,False,0.75,7403
ALS,1012,0.13670133729569092,3.1808793544769287,4,True,0.75,7403
ALS,932,0.1258949074699446,2.9361820220947266,4,False,0.75,7403
BPR,699,0.09442118060245847,3.4203147888183594,4,True,0.75,7403
BPR,698,0.09428610022963664,3.3781683444976807,4,False,0.75,7403
ALS,931,0.1257598270971228,2.9251163005828857,8,True,0.75,7403
ALS,947,0.12792111306227205,3.1536152362823486,8,False,0.75,7403
BPR,758,0.10239092259894637,3.2150683403015137,8,True,0.75,7403
BPR,752,0.1015804403620154,3.249738931655884,8,False,0.75,7403
ALS,894,0.12076185330271512,2.965916633605957,16,True,0.75,7403
ALS,808,0.10914494124003782,2.9698781967163086,16,False,0.75,7403
BPR,693,0.09361069836552749,3.3772451877593994,16,True,0.75,7403
BPR,692,0.09347561799270566,3.2971901893615723,16,False,0.75,7403
ALS,794,0.10725381602053222,3.164487600326538,32,True,0.75,7403
ALS,735,0.09928407402404431,2.9493279457092285,32,False,0.75,7403
BPR,817,0.11036066459543428,3.401841163635254,32,True,0.75,7403
BPR,815,0.11009050384979062,3.27982497215271,32,False,0.75,7403
ALS,598,0.08077806294745374,5.256193161010742,64,True,0.75,7403
ALS,553,0.07469944617047143,5.134260654449463,64,False,0.75,7403
BPR,781,0.10549777117384844,5.053751230239868,64,True,0.75,7403
BPR,792,0.10698365527488855,5.153175354003906,64,False,0.75,7403
ALS,352,0.0475482912332838,4.890963315963745,128,True,0.75,7403
ALS,317,0.04282047818451979,4.791829824447632,128,False,0.75,7403
BPR,861,0.11630420099959476,5.752450227737427,128,True,0.75,7403
BPR,862,0.11643928137241659,5.29528021812439,128,False,0.75,7403
ALS,701,0.09469134134810211,5.223221778869629,256,True,0.75,7403
ALS,493,0.0665946238011617,5.117797374725342,256,False,0.75,7403
BPR,736,0.09941915439686613,5.088495969772339,256,True,0.75,7403
BPR,746,0.10076995812508442,5.102369070053101,256,False,0.75,7403
ALS,685,0.09253005538295286,5.254800319671631,512,True,0.75,7403
ALS,477,0.06443333783601243,6.798428297042847,512,False,0.75,7403
BPR,779,0.10522761042820478,5.17060661315918,512,True,0.75,7403
BPR,784,0.10590301229231393,5.105868816375732,512,False,0.75,7403
