algorithm,hits,hr,time,factors,weighted,test_size,test_interactions
ALS,1066,0.20304761904761906,2.146712303161621,2,True,0.55,5250
ALS,981,0.18685714285714286,2.2892906665802,2,False,0.55,5250
BPR,724,0.1379047619047619,2.899120807647705,2,True,0.55,5250
BPR,728,0.13866666666666666,2.6481575965881348,2,False,0.55,5250
ALS,986,0.18780952380952382,2.2851498126983643,4,True,0.55,5250
ALS,928,0.17676190476190476,2.143340826034546,4,False,0.55,5250
BPR,746,0.1420952380952381,2.4566352367401123,4,True,0.55,5250
BPR,745,0.1419047619047619,2.6026036739349365,4,False,0.55,5250
ALS,1017,0.19371428571428573,2.171842575073242,8,True,0.55,5250
ALS,897,0.17085714285714285,2.14823317527771,8,False,0.55,5250
BPR,737,0.14038095238095238,2.4040141105651855,8,True,0.55,5250
BPR,736,0.1401904761904762,2.6145148277282715,8,False,0.55,5250
ALS,881,0.1678095238095238,2.9701356887817383,16,True,0.55,5250
ALS,841,0.1601904761904762,2.682931423187256,16,False,0.55,5250
BPR,759,0.14457142857142857,2.6693739891052246,16,True,0.55,5250
BPR,755,0.1438095238095238,2.4516921043395996,16,False,0.55,5250
ALS,747,0.1422857142857143,2.274963140487671,32,True,0.55,5250
ALS,666,0.12685714285714286,2.233227252960205,32,False,0.55,5250
BPR,750,0.14285714285714285,2.465235471725464,32,True,0.55,5250
BPR,753,0.14342857142857143,2.4281046390533447,32,False,0.55,5250
ALS,514,0.09790476190476191,3.3767969608306885,64,True,0.55,5250
ALS,466,0.08876190476190476,3.580030679702759,64,False,0.55,5250
BPR,765,0.1457142857142857,3.9226291179656982,64,True,0.55,5250
BPR,765,0.1457142857142857,3.769930839538574,64,False,0.55,5250
ALS,294,0.056,3.4336509704589844,128,True,0.55,5250
ALS,227,0.043238095238095235,3.5346946716308594,128,False,0.55,5250
BPR,797,0.1518095238095238,4.092724800109863,128,True,0.55,5250
BPR,802,0.15276190476190477,3.8817081451416016,128,False,0.55,5250
ALS,548,0.10438095238095238,4.068175554275513,256,True,0.55,5250
ALS,359,0.06838095238095238,3.870995283126831,256,False,0.55,5250
BPR,770,0.14666666666666667,3.9514718055725098,256,True,0.55,5250
BPR,771,0.14685714285714285,3.7470006942749023,256,False,0.55,5250
ALS,536,0.1020952380952381,3.9631943702697754,512,True,0.55,5250
ALS,362,0.06895238095238095,3.879680633544922,512,False,0.55,5250
BPR,811,0.1544761904761905,3.7902019023895264,512,True,0.55,5250
BPR,813,0.15485714285714286,3.7709085941314697,512,False,0.55,5250
