algorithm,hits,hr,time,hiperparams,batch_size,test_size,test_interactions
ALS,969,0.14121247449723112,5.388496160507202,{},,0.7,6862
LinUCB (non_incremental),481,0.07009618187117458,2.373297691345215,{'alpha': 0.1},,0.7,6862
LinUCB (non_incremental),409,0.05960361410667444,2.485949993133545,{'alpha': 0.5},,0.7,6862
LinUCB (non_incremental),353,0.05144272806761877,2.424757242202759,{'alpha': 1},,0.7,6862
LinUCB (non_incremental),298,0.04342757213640338,2.438958168029785,{'alpha': 1.5},,0.7,6862
LinUCB (non_incremental),256,0.03730690760711163,2.3675620555877686,{'alpha': 2},,0.7,6862
LinGreedy (non_incremental),492,0.07169921305741767,2.1391921043395996,{'epsilon': 0.01},,0.7,6862
LinGreedy (non_incremental),487,0.07097056251821626,2.105072498321533,{'epsilon': 0.05},,0.7,6862
LinGreedy (non_incremental),471,0.06863888079277179,2.216989278793335,{'epsilon': 0.1},,0.7,6862
LinGreedy (non_incremental),451,0.0657242786359662,2.216369152069092,{'epsilon': 0.25},,0.7,6862
LinGreedy (non_incremental),406,0.0591664237831536,2.235579252243042,{'epsilon': 0.5},,0.7,6862
LinUCB (incremental),647,0.09428737977266104,326.9161524772644,{'alpha': 0.1},10.0,0.7,6862
LinUCB (incremental),611,0.08904109589041095,323.11051869392395,{'alpha': 0.5},10.0,0.7,6862
LinUCB (incremental),533,0.07767414747886914,323.49263286590576,{'alpha': 1},10.0,0.7,6862
LinUCB (incremental),466,0.06791023025357039,209.4312584400177,{'alpha': 1.5},10.0,0.7,6862
LinUCB (incremental),398,0.05800058292043136,144.36483573913574,{'alpha': 2},10.0,0.7,6862
LinGreedy (incremental),654,0.09530749052754299,127.02931833267212,{'epsilon': 0.01},10.0,0.7,6862
LinGreedy (incremental),646,0.09414164966482075,128.53850674629211,{'epsilon': 0.05},10.0,0.7,6862
LinGreedy (incremental),605,0.08816671524336928,127.6524019241333,{'epsilon': 0.1},10.0,0.7,6862
LinGreedy (incremental),567,0.08262897114543864,128.72749543190002,{'epsilon': 0.25},10.0,0.7,6862
LinGreedy (incremental),508,0.07403089478286214,127.93291783332825,{'epsilon': 0.5},10.0,0.7,6862
LinUCB (incremental),588,0.08568930341008453,20.003682374954224,{'alpha': 0.1},100.0,0.7,6862
LinUCB (incremental),548,0.07986009909647333,20.100812911987305,{'alpha': 0.5},100.0,0.7,6862
LinUCB (incremental),490,0.0714077528417371,20.09960913658142,{'alpha': 1},100.0,0.7,6862
LinUCB (incremental),448,0.06528708831244535,20.395480155944824,{'alpha': 1.5},100.0,0.7,6862
LinUCB (incremental),409,0.05960361410667444,20.076783657073975,{'alpha': 2},100.0,0.7,6862
LinGreedy (incremental),595,0.08670941416496648,20.01237726211548,{'epsilon': 0.01},100.0,0.7,6862
LinGreedy (incremental),585,0.08525211308656368,19.268013954162598,{'epsilon': 0.05},100.0,0.7,6862
LinGreedy (incremental),585,0.08525211308656368,19.723259210586548,{'epsilon': 0.1},100.0,0.7,6862
LinGreedy (incremental),534,0.07781987758670941,19.358590841293335,{'epsilon': 0.25},100.0,0.7,6862
LinGreedy (incremental),507,0.07388516467502186,18.908031225204468,{'epsilon': 0.5},100.0,0.7,6862
LinUCB (incremental),553,0.08058874963567474,3.4782767295837402,{'alpha': 0.1},1000.0,0.7,6862
LinUCB (incremental),508,0.07403089478286214,3.5893778800964355,{'alpha': 0.5},1000.0,0.7,6862
LinUCB (incremental),469,0.06834742057709123,3.5592734813690186,{'alpha': 1},1000.0,0.7,6862
LinUCB (incremental),434,0.06324686680268143,3.4101438522338867,{'alpha': 1.5},1000.0,0.7,6862
LinUCB (incremental),386,0.056251821626348,3.403477191925049,{'alpha': 2},1000.0,0.7,6862
LinGreedy (incremental),553,0.08058874963567474,3.250528335571289,{'epsilon': 0.01},1000.0,0.7,6862
LinGreedy (incremental),540,0.07869425823375109,3.236478090286255,{'epsilon': 0.05},1000.0,0.7,6862
LinGreedy (incremental),540,0.07869425823375109,3.2548022270202637,{'epsilon': 0.1},1000.0,0.7,6862
LinGreedy (incremental),502,0.07315651413582046,3.3313159942626953,{'epsilon': 0.25},1000.0,0.7,6862
LinGreedy (incremental),459,0.06689011949868844,3.1992437839508057,{'epsilon': 0.5},1000.0,0.7,6862
