algorithm,hits,hr,time,hiperparams,batch_size,test_size,test_interactions
ALS,876,0.10566948130277443,4.617045879364014,{},,0.85,8290
LinUCB (non_incremental),505,0.0609167671893848,2.025339126586914,{'alpha': 0.1},,0.85,8290
LinUCB (non_incremental),414,0.04993968636911942,1.5675885677337646,{'alpha': 0.5},,0.85,8290
LinUCB (non_incremental),322,0.03884197828709288,2.001572370529175,{'alpha': 1},,0.85,8290
LinUCB (non_incremental),286,0.0344993968636912,1.321016550064087,{'alpha': 1.5},,0.85,8290
LinUCB (non_incremental),270,0.032569360675512665,1.442495346069336,{'alpha': 2},,0.85,8290
LinGreedy (non_incremental),535,0.06453558504221954,1.1585581302642822,{'epsilon': 0.01},,0.85,8290
LinGreedy (non_incremental),528,0.06369119420989143,1.0801379680633545,{'epsilon': 0.05},,0.85,8290
LinGreedy (non_incremental),529,0.0638118214716526,1.1173043251037598,{'epsilon': 0.1},,0.85,8290
LinGreedy (non_incremental),493,0.0594692400482509,1.151728630065918,{'epsilon': 0.25},,0.85,8290
LinGreedy (non_incremental),458,0.055247285886610376,1.1972086429595947,{'epsilon': 0.5},,0.85,8290
LinUCB (incremental),690,0.08323281061519903,193.85741019248962,{'alpha': 0.1},10.0,0.85,8290
LinUCB (incremental),627,0.07563329312424608,167.08814549446106,{'alpha': 0.5},10.0,0.85,8290
LinUCB (incremental),562,0.06779252110977081,165.31407809257507,{'alpha': 1},10.0,0.85,8290
LinUCB (incremental),487,0.05874547647768396,186.56267309188843,{'alpha': 1.5},10.0,0.85,8290
LinUCB (incremental),431,0.05199034981905911,192.141295671463,{'alpha': 2},10.0,0.85,8290
LinGreedy (incremental),703,0.08480096501809409,175.97283101081848,{'epsilon': 0.01},10.0,0.85,8290
LinGreedy (incremental),703,0.08480096501809409,196.20363330841064,{'epsilon': 0.05},10.0,0.85,8290
LinGreedy (incremental),694,0.08371531966224367,212.84438157081604,{'epsilon': 0.1},10.0,0.85,8290
LinGreedy (incremental),646,0.07792521109770809,202.18964409828186,{'epsilon': 0.25},10.0,0.85,8290
LinGreedy (incremental),534,0.06441495778045839,200.0455927848816,{'epsilon': 0.5},10.0,0.85,8290
LinUCB (incremental),645,0.07780458383594692,30.60805368423462,{'alpha': 0.1},100.0,0.85,8290
LinUCB (incremental),591,0.07129071170084439,31.24465560913086,{'alpha': 0.5},100.0,0.85,8290
LinUCB (incremental),538,0.06489746682750301,32.7051055431366,{'alpha': 1},100.0,0.85,8290
LinUCB (incremental),483,0.05826296743063932,32.92494797706604,{'alpha': 1.5},100.0,0.85,8290
LinUCB (incremental),424,0.051145958986731,29.534855365753174,{'alpha': 2},100.0,0.85,8290
LinGreedy (incremental),650,0.07840772014475271,26.194218397140503,{'epsilon': 0.01},100.0,0.85,8290
LinGreedy (incremental),643,0.07756332931242461,25.230702877044678,{'epsilon': 0.05},100.0,0.85,8290
LinGreedy (incremental),632,0.07623642943305187,31.92007327079773,{'epsilon': 0.1},100.0,0.85,8290
LinGreedy (incremental),562,0.06779252110977081,28.74859309196472,{'epsilon': 0.25},100.0,0.85,8290
LinGreedy (incremental),520,0.06272617611580217,25.318036317825317,{'epsilon': 0.5},100.0,0.85,8290
LinUCB (incremental),628,0.07575392038600724,4.205036640167236,{'alpha': 0.1},1000.0,0.85,8290
LinUCB (incremental),565,0.06815440289505428,4.302154064178467,{'alpha': 0.5},1000.0,0.85,8290
LinUCB (incremental),494,0.05958986731001206,4.35582160949707,{'alpha': 1},1000.0,0.85,8290
LinUCB (incremental),442,0.053317249698431844,5.763838291168213,{'alpha': 1.5},1000.0,0.85,8290
LinUCB (incremental),394,0.04752714113389626,4.8704750537872314,{'alpha': 2},1000.0,0.85,8290
LinGreedy (incremental),651,0.07852834740651388,4.794819593429565,{'epsilon': 0.01},1000.0,0.85,8290
LinGreedy (incremental),642,0.07744270205066345,4.4333624839782715,{'epsilon': 0.05},1000.0,0.85,8290
LinGreedy (incremental),637,0.07683956574185766,4.414865493774414,{'epsilon': 0.1},1000.0,0.85,8290
LinGreedy (incremental),582,0.07020506634499397,4.712987422943115,{'epsilon': 0.25},1000.0,0.85,8290
LinGreedy (incremental),529,0.0638118214716526,4.274933338165283,{'epsilon': 0.5},1000.0,0.85,8290
