algorithm,hits,hr,time,train_size,test_size,test_interactions
LinUCB - ALS embeddings,41,0.06984667802385008,0.1515357494354248,0.0,0.1,587
LinUCB - BPR embeddings,47,0.08006814310051108,0.1355440616607666,0.0,0.1,587
LinGreedy - ALS embeddings,45,0.07666098807495741,0.11027646064758301,0.0,0.1,587
LinGreedy - BPR embeddings,48,0.0817717206132879,0.1083214282989502,0.0,0.1,587
LinUCB - ALS embeddings,45,0.07666098807495741,0.13377857208251953,0.1,0.1,587
LinUCB - BPR embeddings,51,0.0868824531516184,0.12752437591552734,0.1,0.1,587
LinGreedy - ALS embeddings,46,0.07836456558773425,0.11334466934204102,0.1,0.1,587
LinGreedy - BPR embeddings,52,0.08858603066439523,0.10836219787597656,0.1,0.1,587
LinUCB - ALS embeddings,46,0.07836456558773425,0.12587642669677734,0.2,0.1,587
LinUCB - BPR embeddings,51,0.0868824531516184,0.1328449249267578,0.2,0.1,587
LinGreedy - ALS embeddings,48,0.0817717206132879,0.10904431343078613,0.2,0.1,587
LinGreedy - BPR embeddings,56,0.09540034071550256,0.11106514930725098,0.2,0.1,587
LinUCB - ALS embeddings,46,0.07836456558773425,0.1678142547607422,0.3,0.1,587
LinUCB - BPR embeddings,60,0.10221465076660988,0.1449871063232422,0.3,0.1,587
LinGreedy - ALS embeddings,49,0.08347529812606473,0.10634827613830566,0.3,0.1,587
LinGreedy - BPR embeddings,61,0.10391822827938671,0.10405945777893066,0.3,0.1,587
LinUCB - ALS embeddings,52,0.08858603066439523,0.13898777961730957,0.4,0.1,587
LinUCB - BPR embeddings,59,0.10051107325383304,0.1288316249847412,0.4,0.1,587
LinGreedy - ALS embeddings,54,0.0919931856899489,0.10910367965698242,0.4,0.1,587
LinGreedy - BPR embeddings,60,0.10221465076660988,0.09828877449035645,0.4,0.1,587
LinUCB - ALS embeddings,56,0.09540034071550256,0.1266016960144043,0.5,0.1,587
LinUCB - BPR embeddings,67,0.1141396933560477,0.14425396919250488,0.5,0.1,587
LinGreedy - ALS embeddings,59,0.10051107325383304,0.10767626762390137,0.5,0.1,587
LinGreedy - BPR embeddings,69,0.11754684838160136,0.10719776153564453,0.5,0.1,587
LinUCB - ALS embeddings,57,0.09710391822827939,0.15401124954223633,0.6,0.1,587
LinUCB - BPR embeddings,69,0.11754684838160136,0.12910985946655273,0.6,0.1,587
LinGreedy - ALS embeddings,58,0.09880749574105621,0.11020112037658691,0.6,0.1,587
LinGreedy - BPR embeddings,71,0.12095400340715502,0.10287952423095703,0.6,0.1,587
LinUCB - ALS embeddings,56,0.09540034071550256,0.17704153060913086,0.7,0.1,587
LinUCB - BPR embeddings,69,0.11754684838160136,0.14605188369750977,0.7,0.1,587
LinGreedy - ALS embeddings,60,0.10221465076660988,0.10772490501403809,0.7,0.1,587
LinGreedy - BPR embeddings,72,0.12265758091993186,0.11434721946716309,0.7,0.1,587
LinUCB - ALS embeddings,58,0.09880749574105621,0.12517356872558594,0.8,0.1,587
LinUCB - BPR embeddings,65,0.11073253833049404,0.14490532875061035,0.8,0.1,587
LinGreedy - ALS embeddings,62,0.10562180579216354,0.1069948673248291,0.8,0.1,587
LinGreedy - BPR embeddings,70,0.11925042589437819,0.1126868724822998,0.8,0.1,587
LinUCB - ALS embeddings,61,0.10391822827938671,0.12630820274353027,0.9,0.1,587
LinUCB - BPR embeddings,67,0.1141396933560477,0.12350082397460938,0.9,0.1,587
LinGreedy - ALS embeddings,63,0.10732538330494037,0.12934446334838867,0.9,0.1,587
LinGreedy - BPR embeddings,69,0.11754684838160136,0.1680147647857666,0.9,0.1,587
LinUCB - ALS embeddings,66,0.11243611584327087,0.11752891540527344,1.0,0.1,587
LinUCB - BPR embeddings,66,0.11243611584327087,0.12775492668151855,1.0,0.1,587
LinGreedy - ALS embeddings,66,0.11243611584327087,0.10483098030090332,1.0,0.1,587
LinGreedy - BPR embeddings,67,0.1141396933560477,0.12200450897216797,1.0,0.1,587
ALS,63,0.10732538330494037,0.19489455223083496,0.0,0.1,587
BPR,43,0.07325383304940375,0.21903562545776367,0.0,0.1,587
ALS,71,0.12095400340715502,0.2029428482055664,0.1,0.1,587
BPR,39,0.06643952299829642,0.20200181007385254,0.1,0.1,587
ALS,72,0.12265758091993186,0.1909646987915039,0.2,0.1,587
BPR,42,0.07155025553662692,0.20199918746948242,0.2,0.1,587
ALS,75,0.12776831345826234,0.21100616455078125,0.3,0.1,587
BPR,37,0.06303236797274275,0.21699261665344238,0.3,0.1,587
ALS,74,0.1260647359454855,0.2355821132659912,0.4,0.1,587
BPR,35,0.059625212947189095,0.24498391151428223,0.4,0.1,587
ALS,71,0.12095400340715502,0.20482540130615234,0.5,0.1,587
BPR,36,0.06132879045996593,0.22505640983581543,0.5,0.1,587
ALS,66,0.11243611584327087,0.19295477867126465,0.6,0.1,587
BPR,39,0.06643952299829642,0.21302056312561035,0.6,0.1,587
ALS,69,0.11754684838160136,0.17703843116760254,0.7,0.1,587
BPR,41,0.06984667802385008,0.21304082870483398,0.7,0.1,587
ALS,70,0.11925042589437819,0.19442415237426758,0.8,0.1,587
BPR,41,0.06984667802385008,0.1939864158630371,0.8,0.1,587
ALS,76,0.12947189097103917,0.1740114688873291,0.9,0.1,587
BPR,39,0.06643952299829642,0.26602697372436523,0.9,0.1,587
ALS,75,0.12776831345826234,0.17205023765563965,1.0,0.1,587
BPR,49,0.08347529812606473,0.21703886985778809,1.0,0.1,587
