algorithm,hits,hr,time,hiperparams,batch_size,test_size,test_interactions
ALS,870,0.11065886542864412,2.4750654697418213,{},,0.8,7862
LinUCB (non_incremental),511,0.06499618417705419,1.321577548980713,{'alpha': 0.1},,0.8,7862
LinUCB (non_incremental),409,0.052022386161282116,1.3089144229888916,{'alpha': 0.5},,0.8,7862
LinUCB (non_incremental),307,0.03904858814551005,1.2746272087097168,{'alpha': 1},,0.8,7862
LinUCB (non_incremental),266,0.033833630119562454,1.3281586170196533,{'alpha': 1.5},,0.8,7862
LinUCB (non_incremental),241,0.03065377766471636,1.2739782333374023,{'alpha': 2},,0.8,7862
LinGreedy (non_incremental),530,0.06741287204273722,1.150712013244629,{'epsilon': 0.01},,0.8,7862
LinGreedy (non_incremental),519,0.06601373696260493,1.1157197952270508,{'epsilon': 0.05},,0.8,7862
LinGreedy (non_incremental),522,0.06639531925718646,1.0893592834472656,{'epsilon': 0.1},,0.8,7862
LinGreedy (non_incremental),495,0.06296107860595268,1.1007511615753174,{'epsilon': 0.25},,0.8,7862
LinGreedy (non_incremental),498,0.06334266090053421,1.1192402839660645,{'epsilon': 0.5},,0.8,7862
LinUCB (incremental),654,0.08318494021877385,160.37747645378113,{'alpha': 0.1},10.0,0.8,7862
LinUCB (incremental),606,0.07707962350546935,165.18186831474304,{'alpha': 0.5},10.0,0.8,7862
LinUCB (incremental),540,0.06868481302467566,159.19787788391113,{'alpha': 1},10.0,0.8,7862
LinUCB (incremental),482,0.06130755532943272,208.9928002357483,{'alpha': 1.5},10.0,0.8,7862
LinUCB (incremental),403,0.051259221572119054,209.57797861099243,{'alpha': 2},10.0,0.8,7862
LinGreedy (incremental),659,0.08382091070974307,198.49972653388977,{'epsilon': 0.01},10.0,0.8,7862
LinGreedy (incremental),639,0.08127702874586619,197.54493236541748,{'epsilon': 0.05},10.0,0.8,7862
LinGreedy (incremental),628,0.0798778936657339,198.32820582389832,{'epsilon': 0.1},10.0,0.8,7862
LinGreedy (incremental),569,0.07237344187229712,195.7188754081726,{'epsilon': 0.25},10.0,0.8,7862
LinGreedy (incremental),506,0.06436021368608497,201.09363555908203,{'epsilon': 0.5},10.0,0.8,7862
LinUCB (incremental),620,0.07886034088018316,32.23413634300232,{'alpha': 0.1},100.0,0.8,7862
LinUCB (incremental),558,0.07097430679216485,32.13685202598572,{'alpha': 0.5},100.0,0.8,7862
LinUCB (incremental),487,0.06194352582040193,32.658440828323364,{'alpha': 1},100.0,0.8,7862
LinUCB (incremental),457,0.05812770287458662,32.36825370788574,{'alpha': 1.5},100.0,0.8,7862
LinUCB (incremental),407,0.05176799796489443,33.11408591270447,{'alpha': 2},100.0,0.8,7862
LinGreedy (incremental),623,0.0792419231747647,31.30366563796997,{'epsilon': 0.01},100.0,0.8,7862
LinGreedy (incremental),614,0.0780971762910201,31.497636556625366,{'epsilon': 0.05},100.0,0.8,7862
LinGreedy (incremental),607,0.07720681760366319,30.94534707069397,{'epsilon': 0.1},100.0,0.8,7862
LinGreedy (incremental),565,0.07186466547952175,30.35536766052246,{'epsilon': 0.25},100.0,0.8,7862
LinGreedy (incremental),511,0.06499618417705419,29.238953351974487,{'epsilon': 0.5},100.0,0.8,7862
LinUCB (incremental),650,0.08267616382599847,5.359610319137573,{'alpha': 0.1},1000.0,0.8,7862
LinUCB (incremental),576,0.07326380055965404,5.338360071182251,{'alpha': 0.5},1000.0,0.8,7862
LinUCB (incremental),497,0.06321546680234037,5.354169607162476,{'alpha': 1},1000.0,0.8,7862
LinUCB (incremental),431,0.05482065632154668,5.376371622085571,{'alpha': 1.5},1000.0,0.8,7862
LinUCB (incremental),378,0.04807936911727296,5.400583028793335,{'alpha': 2},1000.0,0.8,7862
LinGreedy (incremental),665,0.08458407529890613,6.190214395523071,{'epsilon': 0.01},1000.0,0.8,7862
LinGreedy (incremental),658,0.08369371661154923,5.698588609695435,{'epsilon': 0.05},1000.0,0.8,7862
LinGreedy (incremental),669,0.0850928516916815,4.334963321685791,{'epsilon': 0.1},1000.0,0.8,7862
LinGreedy (incremental),598,0.07606207071991859,4.044751167297363,{'epsilon': 0.25},1000.0,0.8,7862
LinGreedy (incremental),522,0.06639531925718646,4.060867071151733,{'epsilon': 0.5},1000.0,0.8,7862
