algorithm,hits,hr,time,hiperparams,batch_size,test_size,test_interactions
ALS,809,0.2197772344471611,1.163853406906128,{},,0.4,3681
LinUCB (non_incremental),306,0.08312958435207823,0.528050422668457,{'alpha': 0.1},,0.4,3681
LinUCB (non_incremental),295,0.08014126596033687,0.6148529052734375,{'alpha': 0.5},,0.4,3681
LinUCB (non_incremental),270,0.07334963325183375,0.5745174884796143,{'alpha': 1},,0.4,3681
LinUCB (non_incremental),231,0.06275468622656886,0.6276326179504395,{'alpha': 1.5},,0.4,3681
LinUCB (non_incremental),211,0.05732138005976637,0.5934004783630371,{'alpha': 2},,0.4,3681
LinGreedy (non_incremental),312,0.08475957620211899,0.544945240020752,{'epsilon': 0.01},,0.4,3681
LinGreedy (non_incremental),308,0.08367291496875849,0.6068716049194336,{'epsilon': 0.05},,0.4,3681
LinGreedy (non_incremental),299,0.08122792719369737,0.5743029117584229,{'epsilon': 0.1},,0.4,3681
LinGreedy (non_incremental),286,0.07769627818527575,0.5290119647979736,{'epsilon': 0.25},,0.4,3681
LinGreedy (non_incremental),216,0.05867970660146699,0.5701277256011963,{'epsilon': 0.5},,0.4,3681
LinUCB (incremental),402,0.10920945395273024,81.85220503807068,{'alpha': 0.1},10.0,0.4,3681
LinUCB (incremental),372,0.10105949470252648,74.22271728515625,{'alpha': 0.5},10.0,0.4,3681
LinUCB (incremental),344,0.093452866069003,81.9994204044342,{'alpha': 1},10.0,0.4,3681
LinUCB (incremental),293,0.07959793534365661,74.44036722183228,{'alpha': 1.5},10.0,0.4,3681
LinUCB (incremental),267,0.07253463732681337,78.05953240394592,{'alpha': 2},10.0,0.4,3681
LinGreedy (incremental),409,0.1111111111111111,74.66496849060059,{'epsilon': 0.01},10.0,0.4,3681
LinGreedy (incremental),390,0.10594947025264874,81.41557693481445,{'epsilon': 0.05},10.0,0.4,3681
LinGreedy (incremental),398,0.10812279271936974,84.71150326728821,{'epsilon': 0.1},10.0,0.4,3681
LinGreedy (incremental),355,0.09644118446074436,82.11677098274231,{'epsilon': 0.25},10.0,0.4,3681
LinGreedy (incremental),306,0.08312958435207823,79.8573534488678,{'epsilon': 0.5},10.0,0.4,3681
LinUCB (incremental),392,0.10649280086932898,10.844334125518799,{'alpha': 0.1},100.0,0.4,3681
LinUCB (incremental),360,0.097799511002445,10.690983533859253,{'alpha': 0.5},100.0,0.4,3681
LinUCB (incremental),337,0.09155120891062211,10.455846786499023,{'alpha': 1},100.0,0.4,3681
LinUCB (incremental),296,0.08041293126867699,10.505884408950806,{'alpha': 1.5},100.0,0.4,3681
LinUCB (incremental),267,0.07253463732681337,10.513617515563965,{'alpha': 2},100.0,0.4,3681
LinGreedy (incremental),391,0.10622113556098886,10.046560764312744,{'epsilon': 0.01},100.0,0.4,3681
LinGreedy (incremental),380,0.10323281716924748,9.965234994888306,{'epsilon': 0.05},100.0,0.4,3681
LinGreedy (incremental),376,0.10214615593588698,9.91751503944397,{'epsilon': 0.1},100.0,0.4,3681
LinGreedy (incremental),358,0.09725618038576474,9.732798099517822,{'epsilon': 0.25},100.0,0.4,3681
LinGreedy (incremental),299,0.08122792719369737,9.797184944152832,{'epsilon': 0.5},100.0,0.4,3681
LinUCB (incremental),294,0.07986960065199673,1.7040796279907227,{'alpha': 0.1},1000.0,0.4,3681
LinUCB (incremental),280,0.07606628633523499,1.7244019508361816,{'alpha': 0.5},1000.0,0.4,3681
LinUCB (incremental),261,0.07090464547677261,1.6858816146850586,{'alpha': 1},1000.0,0.4,3681
LinUCB (incremental),246,0.06682966585167074,1.7304139137268066,{'alpha': 1.5},1000.0,0.4,3681
LinUCB (incremental),214,0.05813637598478674,1.750631332397461,{'alpha': 2},1000.0,0.4,3681
LinGreedy (incremental),301,0.08177125781037761,1.656820297241211,{'epsilon': 0.01},1000.0,0.4,3681
LinGreedy (incremental),298,0.08095626188535723,1.6146914958953857,{'epsilon': 0.05},1000.0,0.4,3681
LinGreedy (incremental),283,0.07688128226025537,1.591202974319458,{'epsilon': 0.1},1000.0,0.4,3681
LinGreedy (incremental),271,0.07362129856017387,1.614945650100708,{'epsilon': 0.25},1000.0,0.4,3681
LinGreedy (incremental),218,0.05922303721814724,1.729884386062622,{'epsilon': 0.5},1000.0,0.4,3681
