algorithm,hits,hr,time,hiperparams,batch_size,test_size,test_interactions
ALS,954,0.18171428571428572,1.6786644458770752,{},,0.55,5250
LinUCB (non_incremental),405,0.07714285714285714,0.887986421585083,{'alpha': 0.1},,0.55,5250
LinUCB (non_incremental),391,0.07447619047619047,0.848825216293335,{'alpha': 0.5},,0.55,5250
LinUCB (non_incremental),347,0.0660952380952381,0.7987082004547119,{'alpha': 1},,0.55,5250
LinUCB (non_incremental),280,0.05333333333333334,0.7841017246246338,{'alpha': 1.5},,0.55,5250
LinUCB (non_incremental),226,0.04304761904761905,0.8457410335540771,{'alpha': 2},,0.55,5250
LinGreedy (non_incremental),413,0.07866666666666666,0.7353458404541016,{'epsilon': 0.01},,0.55,5250
LinGreedy (non_incremental),413,0.07866666666666666,0.7428655624389648,{'epsilon': 0.05},,0.55,5250
LinGreedy (non_incremental),403,0.07676190476190477,0.8653740882873535,{'epsilon': 0.1},,0.55,5250
LinGreedy (non_incremental),382,0.07276190476190476,0.7710747718811035,{'epsilon': 0.25},,0.55,5250
LinGreedy (non_incremental),339,0.06457142857142857,0.7895605564117432,{'epsilon': 0.5},,0.55,5250
LinUCB (incremental),549,0.10457142857142857,115.32644248008728,{'alpha': 0.1},10.0,0.55,5250
LinUCB (incremental),516,0.09828571428571428,111.15827441215515,{'alpha': 0.5},10.0,0.55,5250
LinUCB (incremental),457,0.08704761904761905,113.400310754776,{'alpha': 1},10.0,0.55,5250
LinUCB (incremental),402,0.07657142857142857,119.14269924163818,{'alpha': 1.5},10.0,0.55,5250
LinUCB (incremental),354,0.06742857142857143,120.58763480186462,{'alpha': 2},10.0,0.55,5250
LinGreedy (incremental),550,0.10476190476190476,114.73677253723145,{'epsilon': 0.01},10.0,0.55,5250
LinGreedy (incremental),538,0.10247619047619047,140.21116256713867,{'epsilon': 0.05},10.0,0.55,5250
LinGreedy (incremental),524,0.0998095238095238,113.0314998626709,{'epsilon': 0.1},10.0,0.55,5250
LinGreedy (incremental),455,0.08666666666666667,132.11194610595703,{'epsilon': 0.25},10.0,0.55,5250
LinGreedy (incremental),388,0.0739047619047619,122.70337247848511,{'epsilon': 0.5},10.0,0.55,5250
LinUCB (incremental),483,0.092,20.393537044525146,{'alpha': 0.1},100.0,0.55,5250
LinUCB (incremental),455,0.08666666666666667,19.612093210220337,{'alpha': 0.5},100.0,0.55,5250
LinUCB (incremental),425,0.08095238095238096,18.119746685028076,{'alpha': 1},100.0,0.55,5250
LinUCB (incremental),366,0.06971428571428571,18.713722229003906,{'alpha': 1.5},100.0,0.55,5250
LinUCB (incremental),329,0.06266666666666666,20.323848724365234,{'alpha': 2},100.0,0.55,5250
LinGreedy (incremental),483,0.092,17.837981462478638,{'epsilon': 0.01},100.0,0.55,5250
LinGreedy (incremental),475,0.09047619047619047,18.434614658355713,{'epsilon': 0.05},100.0,0.55,5250
LinGreedy (incremental),470,0.08952380952380952,19.090733528137207,{'epsilon': 0.1},100.0,0.55,5250
LinGreedy (incremental),449,0.08552380952380953,20.471343994140625,{'epsilon': 0.25},100.0,0.55,5250
LinGreedy (incremental),376,0.07161904761904762,18.191211938858032,{'epsilon': 0.5},100.0,0.55,5250
LinUCB (incremental),441,0.084,2.940993547439575,{'alpha': 0.1},1000.0,0.55,5250
LinUCB (incremental),405,0.07714285714285714,3.5697014331817627,{'alpha': 0.5},1000.0,0.55,5250
LinUCB (incremental),362,0.06895238095238095,3.3475215435028076,{'alpha': 1},1000.0,0.55,5250
LinUCB (incremental),324,0.061714285714285715,3.00109601020813,{'alpha': 1.5},1000.0,0.55,5250
LinUCB (incremental),279,0.053142857142857144,2.8682291507720947,{'alpha': 2},1000.0,0.55,5250
LinGreedy (incremental),440,0.0838095238095238,3.47086501121521,{'epsilon': 0.01},1000.0,0.55,5250
LinGreedy (incremental),430,0.08190476190476191,3.0476670265197754,{'epsilon': 0.05},1000.0,0.55,5250
LinGreedy (incremental),423,0.08057142857142857,3.065481662750244,{'epsilon': 0.1},1000.0,0.55,5250
LinGreedy (incremental),380,0.07238095238095238,3.2581398487091064,{'epsilon': 0.25},1000.0,0.55,5250
LinGreedy (incremental),362,0.06895238095238095,2.9464111328125,{'epsilon': 0.5},1000.0,0.55,5250
