algorithm,hits,hr,time,factors,weighted,test_size,test_interactions
ALS,334,0.2082294264339152,1.1661534309387207,2,True,0.2,1604
ALS,351,0.2188279301745636,0.8994174003601074,2,False,0.2,1604
BPR,294,0.18329177057356608,1.0886876583099365,2,True,0.2,1604
BPR,298,0.185785536159601,1.4179704189300537,2,False,0.2,1604
ALS,375,0.23379052369077308,1.1121728420257568,4,True,0.2,1604
ALS,371,0.23129675810473815,0.9514741897583008,4,False,0.2,1604
BPR,303,0.18890274314214464,1.0656380653381348,4,True,0.2,1604
BPR,303,0.18890274314214464,0.992884635925293,4,False,0.2,1604
ALS,385,0.24002493765586036,0.9409120082855225,8,True,0.2,1604
ALS,384,0.23940149625935161,1.069744348526001,8,False,0.2,1604
BPR,313,0.19513715710723192,1.588357925415039,8,True,0.2,1604
BPR,315,0.19638403990024939,1.7674381732940674,8,False,0.2,1604
ALS,390,0.243142144638404,1.265343189239502,16,True,0.2,1604
ALS,344,0.2144638403990025,1.0612258911132812,16,False,0.2,1604
BPR,307,0.19139650872817954,1.0723378658294678,16,True,0.2,1604
BPR,308,0.19201995012468828,1.3118805885314941,16,False,0.2,1604
ALS,296,0.18453865336658354,1.0103673934936523,32,True,0.2,1604
ALS,255,0.1589775561097257,0.9328155517578125,32,False,0.2,1604
BPR,302,0.1882793017456359,1.3972558975219727,32,True,0.2,1604
BPR,301,0.18765586034912718,1.272648811340332,32,False,0.2,1604
ALS,179,0.11159600997506235,1.1756205558776855,64,True,0.2,1604
ALS,186,0.11596009975062344,1.5378916263580322,64,False,0.2,1604
BPR,297,0.18516209476309228,1.5562865734100342,64,True,0.2,1604
BPR,299,0.18640897755610972,3.4030754566192627,64,False,0.2,1604
ALS,102,0.06359102244389027,1.127319097518921,128,True,0.2,1604
ALS,91,0.05673316708229426,1.3969883918762207,128,False,0.2,1604
BPR,310,0.19326683291770574,2.7281014919281006,128,True,0.2,1604
BPR,311,0.19389027431421446,3.7742390632629395,128,False,0.2,1604
ALS,185,0.11533665835411472,1.4047691822052002,256,True,0.2,1604
ALS,183,0.11408977556109726,1.2719614505767822,256,False,0.2,1604
BPR,308,0.19201995012468828,1.5855014324188232,256,True,0.2,1604
BPR,308,0.19201995012468828,2.0381968021392822,256,False,0.2,1604
ALS,190,0.11845386533665836,1.6357252597808838,512,True,0.2,1604
ALS,160,0.09975062344139651,1.728755235671997,512,False,0.2,1604
BPR,320,0.19950124688279303,2.1515438556671143,512,True,0.2,1604
BPR,318,0.19825436408977556,1.9447269439697266,512,False,0.2,1604
