algorithm,hits,hr,time,hiperparams,batch_size,test_size,test_interactions
ALS,998,0.1579113924050633,3.119504690170288,{},,0.65,6320
LinUCB (non_incremental),447,0.07072784810126582,1.4985613822937012,{'alpha': 0.1},,0.65,6320
LinUCB (non_incremental),399,0.06313291139240507,1.588268756866455,{'alpha': 0.5},,0.65,6320
LinUCB (non_incremental),349,0.055221518987341775,1.9852893352508545,{'alpha': 1},,0.65,6320
LinUCB (non_incremental),298,0.04715189873417722,1.6682853698730469,{'alpha': 1.5},,0.65,6320
LinUCB (non_incremental),258,0.040822784810126585,1.799513578414917,{'alpha': 2},,0.65,6320
LinGreedy (non_incremental),453,0.07167721518987341,1.8686482906341553,{'epsilon': 0.01},,0.65,6320
LinGreedy (non_incremental),442,0.06993670886075949,1.4712340831756592,{'epsilon': 0.05},,0.65,6320
LinGreedy (non_incremental),441,0.06977848101265823,1.4864919185638428,{'epsilon': 0.1},,0.65,6320
LinGreedy (non_incremental),417,0.06598101265822785,1.282275676727295,{'epsilon': 0.25},,0.65,6320
LinGreedy (non_incremental),384,0.060759493670886074,1.3805983066558838,{'epsilon': 0.5},,0.65,6320
LinUCB (incremental),615,0.09731012658227849,158.73236989974976,{'alpha': 0.1},10.0,0.65,6320
LinUCB (incremental),583,0.09224683544303798,139.7307848930359,{'alpha': 0.5},10.0,0.65,6320
LinUCB (incremental),522,0.08259493670886076,142.51099300384521,{'alpha': 1},10.0,0.65,6320
LinUCB (incremental),463,0.07325949367088608,163.93329071998596,{'alpha': 1.5},10.0,0.65,6320
LinUCB (incremental),415,0.06566455696202532,151.79022693634033,{'alpha': 2},10.0,0.65,6320
LinGreedy (incremental),625,0.09889240506329114,121.7465431690216,{'epsilon': 0.01},10.0,0.65,6320
LinGreedy (incremental),605,0.09572784810126582,164.25571465492249,{'epsilon': 0.05},10.0,0.65,6320
LinGreedy (incremental),593,0.09382911392405063,292.8283669948578,{'epsilon': 0.1},10.0,0.65,6320
LinGreedy (incremental),550,0.08702531645569621,290.52014541625977,{'epsilon': 0.25},10.0,0.65,6320
LinGreedy (incremental),477,0.0754746835443038,284.6358597278595,{'epsilon': 0.5},10.0,0.65,6320
LinUCB (incremental),557,0.08813291139240506,44.92194938659668,{'alpha': 0.1},100.0,0.65,6320
LinUCB (incremental),518,0.0819620253164557,42.68750810623169,{'alpha': 0.5},100.0,0.65,6320
LinUCB (incremental),461,0.07294303797468354,42.566662311553955,{'alpha': 1},100.0,0.65,6320
LinUCB (incremental),428,0.06772151898734177,41.956337213516235,{'alpha': 1.5},100.0,0.65,6320
LinUCB (incremental),389,0.06155063291139241,42.164379835128784,{'alpha': 2},100.0,0.65,6320
LinGreedy (incremental),554,0.08765822784810126,39.6702094078064,{'epsilon': 0.01},100.0,0.65,6320
LinGreedy (incremental),552,0.08734177215189873,40.35477614402771,{'epsilon': 0.05},100.0,0.65,6320
LinGreedy (incremental),535,0.08465189873417721,40.03718614578247,{'epsilon': 0.1},100.0,0.65,6320
LinGreedy (incremental),478,0.07563291139240506,39.513702392578125,{'epsilon': 0.25},100.0,0.65,6320
LinGreedy (incremental),450,0.07120253164556962,40.54222369194031,{'epsilon': 0.5},100.0,0.65,6320
LinUCB (incremental),563,0.08908227848101266,7.710491895675659,{'alpha': 0.1},1000.0,0.65,6320
LinUCB (incremental),516,0.08164556962025317,7.745355129241943,{'alpha': 0.5},1000.0,0.65,6320
LinUCB (incremental),456,0.07215189873417721,7.805394172668457,{'alpha': 1},1000.0,0.65,6320
LinUCB (incremental),410,0.06487341772151899,7.520135164260864,{'alpha': 1.5},1000.0,0.65,6320
LinUCB (incremental),375,0.05933544303797468,7.366598606109619,{'alpha': 2},1000.0,0.65,6320
LinGreedy (incremental),564,0.08924050632911393,7.174924373626709,{'epsilon': 0.01},1000.0,0.65,6320
LinGreedy (incremental),559,0.0884493670886076,7.3309125900268555,{'epsilon': 0.05},1000.0,0.65,6320
LinGreedy (incremental),546,0.08639240506329114,7.289057970046997,{'epsilon': 0.1},1000.0,0.65,6320
LinGreedy (incremental),483,0.0764240506329114,7.053354263305664,{'epsilon': 0.25},1000.0,0.65,6320
LinGreedy (incremental),434,0.06867088607594937,7.646075248718262,{'epsilon': 0.5},1000.0,0.65,6320
